Country,State,Year,City name,Type of impacting vehicles or objects,Number of road accidents,Number of persons killed in road accidents ,Number of grievously injured persons,Number of minor injured persons
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,Trucks/Lorries,223,10,18,8
India,Punjab,"Financial Year (Apr - Mar), 2020",Amritsar,Others,0,0,0,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Jabalpur,Other Non-motorized vehicle (E-rickshaw etc.),24,2,0,24
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Other Non-motorized vehicle (E-rickshaw etc.),172,75,90,18
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Two Wheelers,225,43,61,181
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Indore,Buses,25,3,0,4
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Mumbai,Others,1,0,1,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Pune,Auto Rickshaws,13,4,6,5
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Auto Rickshaws,380,14,106,425
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nashik,Auto Rickshaws,10,3,4,4
India,Kerala,"Financial Year (Apr - Mar), 2020",Thiruvanthapuram,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Pedestrian,362,145,92,165
India,Kerala,"Financial Year (Apr - Mar), 2020",Kannur,Others,8,0,0,0
India,Kerala,"Financial Year (Apr - Mar), 2021",Mallapuram,"Cars, Taxis, Vans & LMV",839,17,120,124
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Pedestrian,99,48,42,17
India,West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata,Two Wheelers,563,69,363,199
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Jabalpur,Trucks/Lorries,146,44,57,267
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",Bhopal,Auto Rickshaws,141,4,6,96
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Nashik,"Cars, Taxis, Vans & LMV",33,5,22,12
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Aurangabad,Two Wheelers,255,99,159,64
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Trucks/Lorries,55,40,21,6
India,Kerala,"Financial Year (Apr - Mar), 2021",Thiruvanthapuram,Trucks/Lorries,44,4,30,13
India,Kerala,"Financial Year (Apr - Mar), 2020",Mallapuram,Bicycles,0,1,19,2
India,Punjab,"Financial Year (Apr - Mar), 2019",Amritsar,"Cars, Taxis, Vans & LMV",14,9,11,3
India,West Bengal,"Financial Year (Apr - Mar), 2021",Asansol Durgapur,Others,27,16,26,0
India,Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Auto Rickshaws,80,5,5,89
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Mumbai,Buses,40,0,0,0
India,West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata,Others,25,0,8,6
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Other Non-motorized vehicle (E-rickshaw etc.),29,9,2,17
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Auto Rickshaws,7,2,4,7
India,Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Other Non-motorized vehicle (E-rickshaw etc.),0,0,0,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,"Cars, Taxis, Vans & LMV",189,97,5,113
India,Punjab,"Financial Year (Apr - Mar), 2019",Ludhiana,"Cars, Taxis, Vans & LMV",26,9,17,0
